CLV,Policy Type,State,Coverage,Number of Policies
2714.6545,8,4,0,1
2715.6875,1,0,0,1
2716.1902,7,3,2,1
2717.7817,8,4,0,1
2718.3752,6,3,0,1
2719.261,8,2,0,1
2719.4316,1,0,0,1
2719.507,4,3,0,1
2719.507,7,3,0,1
2719.507,8,3,0,1
2719.507,4,2,0,1
2719.507,0,3,0,1
2719.507,8,1,0,1
2719.853,6,0,0,1
2721.5854,6,0,0,1
2721.589,8,0,0,1
2721.7498,7,0,0,1
2722.2107,0,0,0,1
2722.2107,5,0,0,1
2722.2107,6,3,0,1
2722.2107,7,0,0,1
2722.2107,8,3,0,1
2722.2107,8,0,0,1
2722.4087,8,0,0,1
2722.9868,8,3,0,1
2724.2622,0,2,0,1
2724.431,6,3,2,1
2725.1926,8,2,0,1
2725.323,4,3,0,1
2725.3564,8,0,0,1
2725.3564,5,0,0,1
2725.3564,6,4,0,1
2725.3564,4,0,0,1
2725.3564,0,4,0,1
2725.3564,4,2,0,1
2725.6802,8,0,0,1
2726.393,4,2,0,1
2726.7974,4,2,0,1
2726.834,8,4,0,1
2727.0825,8,4,0,1
2727.5208,6,1,0,1
2727.6824,7,2,0,1
2727.7354,8,2,2,1
2728.0376,8,3,0,1
2728.843,4,4,0,1
2729.1265,4,4,0,1
2730.203,8,0,0,1
2730.3137,6,2,0,1
2730.3538,6,2,0,1
2730.9673,4,4,0,1
2731.3992,4,2,0,1
2731.5205,1,3,0,1
2732.613,6,0,0,1
2732.6523,6,0,0,1
2733.432,8,3,0,1
2734.1492,1,1,0,1
2734.3281,8,0,0,1
2734.4392,4,1,0,1
2734.515,0,4,0,1
2735.4692,8,0,0,1
2735.5388,4,2,0,1
2736.3528,8,0,0,1
2736.5327,0,2,0,1
2736.9446,0,2,0,1
2738.002,4,0,0,1
2739.0571,4,4,2,1
2742.7979,1,0,0,1
2742.8442,0,0,0,1
2743.5535,8,2,0,1
2744.084,8,2,0,1
2744.1729,4,3,0,1
2744.5195,4,2,0,1
2744.7354,8,4,0,1
2745.13,8,2,0,1
2745.2498,8,4,0,1
2746.08,4,2,0,1
2746.1213,1,2,0,1
2746.903,8,2,2,1
2746.9214,4,2,0,1
2747.4297,8,3,0,1
2747.7717,5,2,2,1
2748.8,8,2,0,1
2748.851,7,0,0,1
2748.9338,4,0,0,1
2749.1892,4,2,2,1
2749.408,8,0,0,1
2750.5408,0,1,0,1
2750.705,4,3,0,1
2750.8782,4,0,0,1
2751.2502,8,0,0,1
2751.3657,6,0,0,1
2752.655,8,2,0,1
2753.1592,0,3,0,1
2753.3127,4,3,0,1
2753.781,8,0,0,1
2754.1438,4,0,0,1
2754.4568,8,2,0,1
2754.462,7,0,0,1
2755.2214,5,1,0,1
2755.748,8,3,0,1
2756.4727,0,4,0,1
2756.5432,4,2,0,1
2756.9417,1,2,0,1
2757.384,8,4,0,1
2758.3298,6,3,0,1
2758.4985,6,2,0,1
2758.7039,7,4,0,1
2759.6182,8,0,0,1
2759.9783,1,0,0,1
2759.9783,7,3,0,1
2759.9783,6,2,0,1
2759.9783,8,3,0,1
2759.9783,7,0,0,1
2759.9783,8,1,0,1
2760.4768,7,3,0,1
2760.9548,5,2,0,1
2761.6917,6,2,2,1
2762.8013,6,0,0,1
2763.5193,0,1,0,1
2764.0247,8,2,0,1
2764.0322,7,1,0,1
2764.4937,8,0,0,1
2764.8022,1,2,0,1
2767.5,4,1,0,1
2767.595,8,2,0,1
2769.2522,6,3,0,1
2769.7253,8,0,0,1
2771.045,0,2,0,1
2771.045,4,2,0,1
2771.045,0,3,0,1
2771.045,4,4,0,1
2771.045,4,0,0,1
2771.045,4,0,0,1
2771.663,4,3,0,1
2771.9631,8,2,2,1
2772.4414,4,3,0,1
2772.5022,6,1,0,1
2772.8357,8,4,0,1
2772.8394,0,0,0,1
2773.4553,4,4,0,1
2774.7996,8,0,0,1
2775.08,8,3,0,1
2775.6719,4,0,0,1
2776.3179,4,2,2,1
2776.583,4,0,0,1
2776.6292,8,0,2,1
2776.7483,7,0,0,1
2776.7727,8,0,0,1
2776.8423,0,0,2,1
2777.3418,4,1,0,1
2777.5254,6,4,0,1
2778.324,4,1,0,1
2778.9038,3,0,0,1
2779.854,8,2,0,1
2780.1968,4,2,0,1
2780.729,4,2,0,1
2780.8455,8,0,0,1
2781.447,6,3,0,1
2781.589,8,0,0,1
2783.583,8,4,0,1
2784.9111,4,0,0,1
2784.9692,4,0,0,1
2785.4182,0,3,0,1
2786.6611,0,2,0,1
2787.4236,8,0,0,1
2787.5015,6,2,0,1
2787.5398,4,0,0,1
2789.7473,7,2,0,1
2790.228,8,3,0,1
2790.4583,8,0,0,1
2790.6829,8,0,0,1
2791.8804,6,3,0,1
2791.9065,6,2,0,1
2792.0095,0,3,2,1
2794.9075,6,1,0,1
2795.3213,8,2,0,1
2795.41,8,0,0,1
2795.5464,6,0,0,1
2795.7356,8,2,0,1
2796.8022,8,0,0,1
2796.87,0,4,0,1
2797.6748,0,0,0,1
2797.7598,6,2,0,1
2798.68,7,4,0,1
2798.8342,0,0,0,1
2799.4702,8,4,0,1
2799.7478,1,3,0,1
2801.5627,3,4,0,1
2802.6216,8,4,0,1
2803.5962,7,2,0,1
2803.7969,8,0,0,1
2803.9167,8,2,0,1
2805.0986,8,2,0,1
2805.1765,6,0,0,1
2805.2861,8,4,2,1
2806.696,7,2,0,1
2807.0493,7,0,0,1
2808.0784,4,0,0,1
2808.606,5,0,0,1
2809.7666,8,0,0,1
2810.4644,8,0,0,1
2810.4644,6,4,0,1
2810.4644,8,0,0,1
2810.4644,6,3,0,1
2810.4644,8,1,0,1
2810.4644,0,2,0,1
2810.6711,8,0,0,1
2810.957,4,0,0,1
2811.9563,4,0,0,1
2813.3096,4,0,0,1
2813.506,1,3,0,1
2813.6926,6,1,0,1
2814.2087,4,3,0,1
2814.438,6,1,0,1
2816.5674,8,4,0,1
2816.756,1,0,0,1
2816.7588,8,2,0,1
2818.313,4,2,0,1
2819.1147,8,1,0,1
2820.741,8,0,0,1
2821.002,7,3,2,1
2821.1006,6,3,0,1
2821.352,1,3,0,1
2821.4487,6,0,2,1
2821.9473,5,3,0,1
2822.5916,8,4,0,1
2822.732,6,0,2,1
2823.5017,7,3,0,1
2824.6812,8,0,0,1
2824.8499,8,0,0,1
2826.3076,8,3,0,1
2826.804,7,2,0,1
2827.3286,0,2,0,1
2827.439,8,2,0,1
2827.5596,5,2,2,1
2828.0952,8,2,0,1
2829.3123,8,2,0,1
2829.864,4,1,0,1
2831.5876,8,1,2,1
2831.6836,8,2,0,1
2832.5134,8,0,0,1
2833.7979,1,3,0,1
2833.9802,8,3,0,1
2834.6462,6,0,0,1
2836.6775,4,2,0,1
2837.0073,7,0,0,1
2837.1091,8,1,0,1
2837.1633,6,0,0,1
2838.0679,6,0,2,1
2839.0132,4,2,2,1
2839.2983,8,2,0,1
2839.5696,6,4,0,1
2839.7964,0,3,0,1
2839.808,4,2,0,1
2839.9458,4,4,0,1
2840.3025,8,4,0,1
2840.8542,8,3,0,1
2840.9,8,3,2,1
2841.443,1,0,0,1
2842.026,4,2,0,1
2842.2668,6,0,0,1
2842.8223,4,1,0,1
2843.1492,8,0,2,1
2843.5576,8,3,0,1
2844.8499,1,0,0,1
2845.521,4,0,0,1
2846.1719,0,2,0,1
2846.2454,0,0,0,1
2846.6455,8,2,0,1
2847.9656,8,2,0,1
2848.5645,8,3,2,1
2849.2524,4,0,0,1
2851.1611,0,0,0,1
2851.646,8,2,2,1
2852.527,8,1,0,1
2853.3704,2,3,0,1
2853.5127,8,4,0,1
2853.6003,0,3,0,1
2854.1145,6,3,0,1
2854.2668,8,2,0,1
2855.6877,6,2,0,1
2855.9258,6,3,0,1
2856.9487,8,0,2,1
2857.1106,8,2,0,1
2857.9927,0,0,0,1
2858.0874,4,0,0,1
2858.2874,7,2,0,1
2858.4524,6,4,0,1
2858.992,7,1,2,1
2859.4087,8,0,0,1
2859.5288,5,0,0,1
2859.7998,8,0,0,1
2860.1118,4,1,0,1
2860.441,8,0,2,1
2860.7473,4,0,0,1
2860.8645,8,3,0,1
2861.7175,8,0,0,1
2862.1802,8,0,0,1
2862.563,8,0,0,1
2862.729,8,3,0,1
2863.0432,4,2,2,1
2863.0488,8,2,0,1
2863.3123,4,0,0,1
2864.094,4,1,2,1
2864.544,6,4,0,1
2864.8203,4,0,0,1
2866.5955,4,0,0,1
2866.7798,8,2,0,1
2866.825,8,0,0,1
2867.212,7,3,0,1
2867.3123,6,3,2,1
2867.3123,8,0,2,1
2867.3123,8,2,2,1
2867.3123,8,3,2,1
2867.3123,8,2,2,1
2867.3123,8,0,2,1
2868.5989,4,4,0,1
2869.3013,8,2,0,1
2869.744,8,3,0,1
2869.9976,8,1,0,1
2871.145,4,4,0,1
2871.4375,7,0,0,1
2872.0513,4,2,0,1
2872.6692,8,3,0,1
2872.9807,8,2,0,1
2874.0747,4,0,0,1
2874.0884,8,0,0,1
2875.4324,8,1,0,1
2876.7751,6,0,2,1
2876.823,8,2,0,1
2877.3542,4,0,0,1
2877.814,2,3,0,1
2878.7668,4,1,0,1
2878.847,8,0,2,1
2879.5056,8,0,0,1
2879.6318,8,3,0,1
2880.3486,4,0,0,1
2882.3506,8,3,0,1
2883.1655,0,4,0,1
2884.6367,4,4,0,1
2885.0024,8,2,0,1
2885.3281,4,2,0,1
2885.4075,0,3,0,1
2885.7424,6,3,0,1
2886.2324,3,3,0,1
2886.4517,7,0,2,1
2886.4517,8,2,2,1
2886.4517,8,2,2,1
2886.4517,6,2,2,1
2886.4517,4,2,2,1
2886.4517,8,1,2,1
2887.7422,6,2,2,1
2887.7798,6,4,0,1
2888.8538,4,0,0,1
2889.0876,3,2,0,1
2890.3381,7,3,0,1
2891.2725,0,2,0,1
2891.718,8,1,0,1
2891.7268,7,2,0,1
2893.314,8,2,0,1
2893.7395,8,4,0,1
2893.8062,4,0,0,1
2894.244,8,2,2,1
2894.3274,6,2,0,1
2894.5835,8,2,0,1
2895.2139,6,2,0,1
2895.5225,8,0,0,1
2896.9187,8,1,0,1
2897.2786,4,0,0,1
2897.4946,4,2,2,1
2897.6206,4,4,0,1
2897.779,8,0,2,1
2898.7327,4,2,2,1
2899.3171,1,2,0,1
2899.703,7,1,0,1
2899.9224,8,2,0,1
2902.1519,1,2,0,1
2902.6226,6,0,0,1
2903.0242,4,0,0,1
2903.2422,8,2,0,1
2903.7498,8,1,2,1
2903.9397,8,0,0,1
2906.2983,8,2,0,1
2906.8933,5,1,0,1
2907.3635,8,1,0,1
2907.436,4,0,0,1
2907.899,8,0,0,1
2908.0208,4,0,0,1
2908.876,8,2,0,1
2909.5476,8,3,0,1
2910.3174,1,3,2,1
2911.9233,6,1,0,1
2912.235,6,2,2,1
2912.2485,4,3,0,1
2912.598,8,0,0,1
2912.892,6,3,0,1
2912.914,8,0,0,1
2913.3237,8,2,2,1
2913.475,8,0,0,1
2913.4932,8,3,0,1
2914.0947,1,0,2,1
2914.9553,8,4,0,1
2915.6147,1,2,0,1
2915.65,8,2,0,1
2916.3809,6,0,0,1
2916.4175,8,2,0,1
2917.5396,1,2,0,1
2918.5762,8,2,0,1
2919.7104,4,0,0,1
2921.4905,1,0,0,1
2921.6814,7,4,2,1
2921.931,8,0,0,1
2924.9768,6,0,0,1
2925.7268,8,2,0,1
2926.5222,0,1,2,1
2926.829,8,3,0,1
2926.8862,5,4,0,1
2927.0706,8,3,0,1
2927.2163,8,3,0,1
2927.5164,8,2,0,1
2927.7344,8,0,0,1
2928.115,6,4,0,1
2929.9165,6,0,0,1
2930.6936,8,1,0,1
2931.1553,4,4,0,1
2933.498,8,0,2,1
2933.9604,8,4,2,1
2935.8381,8,2,2,1
2935.9883,4,1,0,1
2936.726,8,1,0,1
2936.9937,4,0,2,1
2937.1655,4,3,2,1
2937.4246,6,4,0,1
2938.0786,4,1,2,1
2938.0803,4,3,0,1
2938.7283,0,1,2,1
2938.815,8,2,0,1
2939.33,8,0,0,1
2939.939,7,0,0,1
2941.8289,4,4,0,1
2943.0452,8,0,2,1
2944.181,8,3,0,1
2944.7805,4,0,0,1
2945.3704,4,3,2,1
2945.9988,4,2,0,1
2946.1538,8,0,0,1
2949.2827,8,0,0,1
2951.294,6,4,0,1
2952.3604,8,1,0,1
2952.5813,8,0,0,1
2953.618,4,2,0,1
2953.7976,4,3,2,1
2954.3877,6,2,0,1
2955.4956,6,0,0,1
2956.3584,7,2,0,1
2957.1028,4,0,0,1
2957.764,6,0,0,1
2959.82,6,2,0,1
2959.9502,8,2,2,1
2960.0293,4,3,2,1
2960.5671,7,3,0,1
2961.314,6,0,2,1
2962.7224,7,0,2,1
2962.9824,0,1,0,1
2965.72,6,0,0,1
2966.9443,4,0,2,1
2967.671,8,0,2,1
2968.0776,1,4,0,1
2969.5933,8,0,0,1
2971.9194,4,0,2,1
2972.4597,8,1,2,1
2974.315,0,2,0,1
2975.2566,6,3,2,1
2978.846,6,0,2,1
2980.0105,8,0,2,1
2980.4646,8,1,0,1
2981.5493,0,1,0,1
2981.8755,4,1,2,1
2982.1968,4,0,0,1
2983.1104,8,0,2,1
2987.9495,7,2,2,1
2989.9126,8,3,2,1
2989.9631,4,2,0,1
2990.331,0,0,0,1
2991.4236,8,2,0,1
2991.696,7,4,2,1
2993.0247,0,1,2,1
2993.1177,1,0,2,1
2994.3518,6,0,0,1
2996.14,0,3,2,1
2996.89,7,3,0,1
2999.3389,0,4,2,1
3000.4377,8,0,0,1
3007.3862,8,3,2,1
3008.099,0,3,0,1
3008.9695,8,1,2,1
3011.2705,8,3,2,1
3011.3447,8,3,2,1
3011.7664,8,2,2,1
3012.0398,8,2,2,1
3013.4395,8,0,2,1
3016.4443,0,2,2,1
3020.4248,6,3,0,1
3021.9385,6,1,2,1
3023.8875,4,1,2,1
3028.78,3,2,2,1
3031.3994,1,0,2,1
3031.588,8,2,2,1
3032.816,3,2,2,1
3033.4077,8,2,2,1
3034.647,6,0,2,1
3034.7717,4,4,2,1
3034.7976,0,3,2,1
3038.1147,8,3,2,1
3038.83,0,4,2,1
3040.254,8,2,2,1
3041.7915,8,1,2,1
3044.0032,8,2,2,1
3044.7896,0,2,2,1
3045.058,8,0,2,1
3046.249,6,1,2,1
3049.8376,3,2,2,1
3052.6296,8,4,2,1
3054.5413,6,0,2,1
3055.7012,0,2,2,1
3056.2173,8,3,2,1
3056.9907,4,0,2,1
3059.0564,4,3,2,1
3059.1821,4,0,2,1
3059.282,4,1,2,1
3059.427,4,0,2,1
3059.5503,8,2,2,1
3061.0522,4,0,2,1
3061.7993,6,3,2,1
3063.1145,4,3,2,1
3065.3652,2,3,2,1
3071.7847,8,2,2,1
3074.1055,4,4,0,1
3075.595,4,0,2,1
3086.0134,8,0,2,1
3086.7222,4,2,2,1
3086.8738,4,1,2,1
3087.2498,8,0,2,1
3087.4326,5,2,2,1
3088,2,3,2,1
3090.0342,4,2,2,1
3090.1323,4,0,2,1
3092.6328,1,0,2,1
3094.3203,2,1,2,1
3095.1753,0,3,2,1
3095.6272,8,0,2,1
3095.7056,8,2,2,1
3095.8035,8,3,2,1
3096.5112,0,0,2,1
3096.5112,8,3,2,1
3096.5112,6,0,2,1
3096.5112,4,1,2,1
3096.5112,7,2,2,1
3096.5112,0,0,2,1
3097.9158,4,3,2,1
3099.538,7,4,0,1
3102.7896,4,2,2,1
3102.9985,8,2,2,1
3103.923,7,0,2,1
3105.3508,8,2,2,1
3106.4824,4,3,2,1
3107.5686,8,0,2,1
3107.5886,4,2,2,1
3109.0078,7,0,2,1
3112.0498,8,0,2,1
3113.3389,8,2,2,1
3115.7048,6,2,2,1
3118.928,8,2,2,1
3118.9812,6,0,2,1
3122.9841,8,0,2,1
3123.081,3,1,0,1
3123.081,6,0,0,1
3123.081,8,2,0,1
3123.081,8,4,0,1
3123.081,4,0,0,1
3123.081,4,0,0,1
3124.9338,8,0,2,1
3126.272,8,2,2,1
3129.1106,0,2,2,1
3130.6785,8,2,2,1
3133.0183,4,0,2,1
3133.5034,8,2,2,1
3135.4055,4,0,2,1
3135.5798,0,4,2,1
3136.082,6,3,2,1
3136.4321,6,1,2,1
3136.6982,0,4,2,1
3139.1694,8,3,2,1
3141.253,4,3,2,1
3141.3337,8,4,2,1
3142.7395,0,0,2,1
3142.8115,8,2,2,1
3142.8774,8,3,2,1
3145.4565,8,2,2,1
3146.0378,4,2,2,1
3147.9734,8,2,2,1
3148.424,8,2,2,1
3151.162,4,0,2,1
3155.4556,8,2,2,1
3155.9114,8,2,2,1
3157.5515,4,2,2,1
3157.7427,7,1,2,1
3161.1714,8,2,2,1
3163.2832,3,0,2,1
3164.3787,6,0,2,1
3164.494,6,2,2,1
3167.6584,1,2,2,1
3167.8887,0,0,2,1
3173.0322,8,2,1,1
3176.3564,8,4,2,1
3176.8657,4,2,2,1
3179.474,8,3,2,1
3184.3552,0,3,2,1
3185.1704,8,3,2,1
3187.352,7,3,2,1
3188.5308,8,0,2,1
3189.667,4,1,2,1
3193.156,6,0,2,1
3193.4597,4,4,2,1
3193.8174,0,0,2,1
3196.5784,2,2,2,1
3199.704,8,0,2,1
3199.7532,8,3,2,1
3199.825,8,3,2,1
3200.7954,7,0,2,1
3203.3037,4,0,2,1
3207.4688,8,2,2,1
3208.2258,6,4,2,1
3208.92,4,3,2,1
3209.663,8,4,2,1
3210.1362,0,0,2,1
3210.4175,8,0,2,1
3211.07,7,0,2,1
3214.9795,7,3,2,1
3215.197,4,3,2,1
3218.6086,8,4,2,1
3219.1462,7,3,2,1
3220.7756,4,1,2,1
3221.7883,8,1,2,1
3223.2173,4,3,2,1
3223.3315,8,2,2,1
3225.396,8,3,2,1
3226.516,8,0,2,1
3226.7903,4,1,2,1
3226.85,6,2,2,1
3230.5767,2,3,2,1
3230.5767,4,0,2,1
3230.5767,1,3,2,1
3230.5767,0,3,2,1
3230.5767,3,2,2,1
3230.5767,4,2,2,1
3233.262,0,0,2,1
3235.3604,8,2,2,1
3237.3052,8,0,2,1
3237.501,8,0,2,1
3237.9236,8,0,2,1
3237.996,0,0,2,1
3237.996,8,3,2,1
3237.996,0,2,2,1
3237.996,6,3,2,1
3237.996,8,1,2,1
3237.996,6,2,2,1
3238.9294,8,2,2,1
3239.1248,4,3,2,1
3240.6675,7,0,2,1
3241.3142,6,0,2,1
3241.5886,8,3,2,1
3241.8384,8,4,2,1
3242.044,8,0,2,1
3244.8167,4,0,2,1
3245.332,0,0,2,1
3245.48,8,2,2,1
3252.8284,8,2,2,1
3256.7664,8,0,2,1
3259.885,8,2,2,1
3260.7449,8,2,2,1
3261.0173,6,1,2,1
3265.1562,8,4,2,1
3265.1562,6,4,2,1
3265.1562,7,2,2,1
3265.1562,8,0,2,1
3265.1562,8,2,2,1
3265.1562,4,0,2,1
3267.7097,8,0,2,1
3268.3235,4,2,2,1
3269.014,8,2,2,1
3272.0107,4,3,2,1
3274.0376,6,0,2,1
3274.1946,8,1,2,1
3275.162,8,4,2,1
3278.532,4,3,2,1
3280.4573,8,1,2,1
3286.1719,8,2,2,1
3286.441,4,0,2,1
3288.2097,8,4,0,1
3288.6575,4,1,2,1
3288.8254,8,2,2,1
3289.1208,4,2,2,1
3289.133,6,0,2,1
3289.5474,0,4,2,1
3293.2456,1,2,2,1
3297.9045,8,1,2,1
3299.3394,4,0,2,1
3300.6072,6,2,2,1
3300.685,6,2,2,1
3301.519,0,0,2,1
3303.0908,4,4,2,1
3304.7583,8,2,2,1
3305.13,8,2,2,1
3307.999,7,0,2,1
3309.1196,8,2,2,1
3309.2483,8,0,2,1
3311.158,6,3,2,1
3312.1768,4,1,2,1
3312.2532,0,3,0,1
3312.324,7,1,2,1
3313.0144,8,1,2,1
3314.5513,2,4,2,1
3317.9048,8,0,2,1
3319.6206,8,3,2,1
3323.0925,8,3,2,1
3323.8562,0,4,2,1
3324.5518,4,2,2,1
3329.8877,0,0,2,1
3330.6729,4,3,2,1
3331.4456,8,1,2,1
3336.22,0,2,2,1
3337.5945,8,3,2,1
3337.981,1,0,2,1
3339.2996,8,2,2,1
3339.765,8,2,2,1
3339.8538,6,2,2,1
3341.6836,8,2,0,3
3342.178,4,2,2,1
3343.8752,7,0,2,1
3343.933,8,3,2,1
3344.8096,8,0,2,1
3347.0286,4,2,2,1
3349.6392,7,3,2,1
3350.2444,4,2,2,1
3350.6873,6,0,2,1
3351.2134,6,0,2,1
3351.5671,8,0,2,1
3352.8706,0,4,2,1
3352.9436,3,4,2,1
3353.381,4,0,2,1
3355.528,4,1,2,1
3358.533,8,0,2,1
3358.661,4,0,2,1
3359.2395,8,4,2,1
3359.291,8,2,2,1
3360.2695,0,0,2,1
3360.4436,2,2,2,1
3362.4146,6,1,2,1
3362.552,6,0,2,1
3362.6702,4,0,1,1
3363.0042,8,0,2,1
3369.7122,4,0,2,1
3370.0747,8,4,2,1
3371.5286,4,0,0,1
3371.8584,0,0,2,1
3372.4204,0,1,2,1
3373.8691,4,0,2,1
3380.7124,0,2,2,1
3382.2236,8,2,2,1
3383.4456,0,2,2,1
3384.4685,0,0,2,1
3386.1865,2,0,2,1
3386.5322,8,4,2,1
3387.2034,8,2,2,1
3387.779,5,4,2,1
3394.7202,8,4,2,1
3398.0073,4,3,2,1
3398.0522,8,3,0,1
3399.1255,8,0,2,1
3401.8818,8,0,2,1
3402.3945,4,4,2,1
3402.7773,0,1,2,1
3403.9194,8,1,2,1
3409.6775,6,0,2,1
3410.1992,6,3,2,1
3412.5667,0,0,2,1
3413.6226,4,3,2,1
3417.2048,8,1,2,1
3417.9539,4,3,2,1
3419.1086,8,0,2,1
3420.4521,4,0,2,1
3420.6611,4,0,2,1
3423.8223,7,3,2,1
3423.9731,8,1,2,1
3425.7312,8,0,2,1
3427.1543,0,0,2,1
3430.317,8,3,2,1
3432.9612,4,3,2,1
3433.824,4,3,2,1
3435.25,4,2,2,1
3435.6492,0,0,2,1
3436.1343,8,0,2,1
3436.1343,8,0,2,1
3436.1343,4,4,2,1
3436.1343,7,1,2,1
3436.1343,0,3,2,1
3436.1343,6,3,2,1
3436.448,4,0,2,1
3438.9492,8,4,2,1
3439.0896,8,0,2,1
3440.362,8,3,2,1
3443.301,8,0,2,1
3444.1711,0,3,2,1
3444.9675,5,2,2,1
3445.8623,7,4,2,1
3449.4941,8,1,2,1
3450.0737,8,0,2,1
3450.3289,6,0,2,1
3451.1025,6,2,0,1
3451.251,7,0,2,1
3452.0295,8,3,2,1
3452.415,7,2,2,1
3455.1719,4,0,2,1
3455.2307,6,2,2,1
3457.1543,8,0,2,1
3459.0378,6,3,2,1
3459.231,0,1,2,1
3460.123,8,0,0,1
3460.665,8,2,2,1
3465.5269,8,3,2,1
3467.324,8,0,2,1
3469.837,6,3,2,1
3470.1777,6,2,2,1
3472.37,8,0,1,1
3475.0713,6,0,2,1
3478.887,1,1,2,1
3479.1375,4,1,1,1
3479.2603,7,1,2,1
3479.7603,4,0,2,1
3482.0383,4,0,2,1
3482.687,8,4,2,1
3483.6304,8,2,2,1
3484.1416,8,0,2,1
3484.2478,7,2,2,1
3486.6995,0,3,2,1
3489.2764,8,2,2,1
3490.0283,4,0,2,1
3491.2617,0,0,2,1
3491.7417,1,1,1,1
3494.148,4,4,2,1
3495.8914,6,3,2,1
3497.4832,8,0,2,1
3498.6348,4,2,2,1
3498.774,6,2,2,1
3499.14,8,2,2,1
3499.9885,8,0,2,1
3500.4543,8,3,2,1
3500.8555,4,2,2,1
3508.5696,6,0,2,1
3508.5696,4,2,2,1
3508.5696,8,2,2,1
3508.5696,8,0,2,1
3508.5696,8,0,2,1
3508.5696,8,2,2,1
3508.9058,6,0,2,1
3508.9253,8,3,2,1
3509.9688,4,0,2,1
3514.213,0,2,2,1
3515.4565,8,0,0,1
3515.8318,4,0,2,1
3517.3857,4,2,2,1
3520.6965,6,0,2,1
3522.4805,6,0,2,1
3527.3984,7,2,2,1
3527.8516,8,3,2,1
3528.0442,6,4,2,1
3528.0442,8,4,2,1
3528.0442,8,0,2,1
3528.0442,8,2,2,1
3528.0442,8,3,2,1
3528.0442,4,0,2,1
3530.0078,0,0,1,1
3531.039,5,2,2,1
3531.3481,0,0,2,1
3534.338,1,2,2,1
3536.432,8,2,2,1
3536.6475,8,4,2,1
3538.0596,4,3,0,7
3539.9717,8,2,2,1
3540.2063,1,0,2,1
3540.9043,8,1,0,1
3543.2322,4,4,2,1
3544.541,4,0,2,1
3545.413,7,2,0,1
3546.4001,8,2,0,1
3548.0718,7,0,2,1
3548.1487,8,3,2,1
3548.398,7,0,1,1
3549.0166,8,1,2,1
3549.7476,8,0,0,1
3551.7925,1,2,2,1
3554.8452,7,2,2,1
3554.8452,6,0,2,1
3554.8452,4,3,2,1
3554.8452,4,4,2,1
3554.8452,0,4,2,1
3554.8452,4,3,2,1
3557.196,4,2,2,1
3557.3684,4,0,2,1
3560.6282,7,4,2,1
3561.0356,5,2,2,1
3561.5957,8,2,0,1
3567.5037,7,3,0,1
3567.5037,8,0,0,1
3567.5037,4,2,0,1
3567.5037,7,2,0,1
3567.5037,4,2,0,1
3567.5037,4,0,0,1
3569.8647,8,4,0,1
3570.7605,6,3,2,1
3571.3462,8,0,2,1
3571.3467,8,0,2,1
3571.8284,4,0,2,1
3572.4907,8,3,2,1
3573.2917,8,0,0,1
3574.9907,8,3,2,1
3575.0413,4,1,2,1
3576.705,0,1,2,1
3579.024,4,0,2,1
3579.7732,8,0,2,1
3580.0762,4,2,2,1
3580.262,6,1,2,1
3585.884,7,4,2,1
3585.943,6,2,2,1
3587.3599,4,3,2,1
3588.876,0,4,2,1
3588.9265,4,0,0,1
3589.3723,8,4,2,1
3589.7107,6,3,2,1
3590.6936,4,0,2,1
3591.0667,8,2,2,1
3591.996,6,2,2,1
3593.1265,7,0,2,1
3595.3127,0,3,0,1
3596.83,8,0,2,1
3600.9343,1,0,0,1
3600.9343,0,2,0,1
3600.9343,4,4,0,1
3600.9343,8,2,0,1
3600.9343,4,0,0,1
3600.9343,6,0,0,1
3605.8604,7,2,2,1
3605.9746,8,4,2,1
3609.7983,3,0,2,1
3611.1836,8,1,2,1
3614.0784,4,2,0,1
3615.89,8,4,2,1
3618.4329,5,0,2,1
3618.687,8,3,2,1
3619.061,8,2,2,1
3621.6887,8,2,2,1
3622.872,0,0,0,1
3623.454,7,4,0,1
3624.9016,8,0,2,1
3630.2693,7,0,0,1
3633.054,7,0,2,1
3635.0283,8,0,2,1
3636.5615,6,2,2,1
3636.9438,0,0,2,1
3644.8335,0,4,2,1
3644.8335,8,4,2,1
3644.8335,6,3,2,1
3644.8335,8,0,2,1
3644.8335,8,4,2,1
3644.8335,8,0,2,1
3645.4644,4,0,2,1
3647.246,4,2,2,1
3649.194,4,2,0,1
3649.659,1,2,2,1
3649.7087,8,2,0,1
3650.5762,4,4,2,1
3651.6924,4,4,0,1
3652.5325,8,2,2,1
3652.6663,8,3,2,1
3653.126,0,0,1,1
3653.7034,0,3,2,1
3657.5854,4,0,2,1
3659.183,4,0,0,1
3660.7703,7,4,2,1
3663.7402,7,2,2,1
3664.2205,8,3,0,1
3667.375,4,0,2,1
3669.8325,4,0,2,1
3671.8184,6,2,2,1
3673.5256,4,0,2,1
3673.9907,3,0,2,1
3674.5684,0,0,2,1
3677.784,6,3,2,1
3677.9077,7,2,2,1
3679.142,8,1,2,1
3681.2534,8,0,2,1
3681.979,7,0,2,1
3683.0999,7,0,0,1
3683.4724,6,0,0,1
3683.794,8,3,0,1
3686.7239,4,0,2,1
3687.1694,7,2,2,1
3688.1108,4,0,0,7
3690.699,1,1,2,1
3691.7651,8,3,2,1
3692.5835,4,3,1,1
3693.441,8,0,2,1
3694.1404,6,3,2,1
3694.1487,8,3,2,1
3694.647,4,0,0,1
